Venue ID,Region,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,rating,checkinsCount,usersCount,tipCount,visitsCount,likes
5493c394498e3493059b7e62,Jakarta Timur,-6.26289085,106.88222894692834,McDonald's Pondok Bambu,-6.238676370523271,106.89959383586127,Fast Food Restaurant,8.2,,,7.0,,70.0
548c6d7b498e7d1ac149e7c8,Jakarta Timur,-6.26289085,106.88222894692834,McDonald's,-6.236946196049579,106.86895678588638,Fast Food Restaurant,8.2,,,11.0,,77.0
4e7259ff091a250670a5b998,Jakarta Timur,-6.26289085,106.88222894692834,Nasi Goreng Ipung,-6.232746130857717,106.8973986917002,Diner,8.3,,,7.0,,42.0
4c00f509ceabb71357f38752,Jakarta Timur,-6.26289085,106.88222894692834,Majestyk Bakery & Cake Shop,-6.241684899728979,106.90133920082745,Bakery,8.1,,,1.0,,11.0
4bde5f3be75c0f47b0c8c703,Jakarta Timur,-6.26289085,106.88222894692834,Soto Betawi Haji Halim,-6.224867013795856,106.90563642742909,Soup Place,9.0,,,5.0,,43.0
592e4a680123585a72918047,Jakarta Timur,-6.26289085,106.88222894692834,Burger King,-6.232274,106.897271,Fast Food Restaurant,8.3,,,0.0,,12.0
56fd1ca3cd1000ea71cd1835,Jakarta Timur,-6.26289085,106.88222894692834,Burger King,-6.224728039897462,106.85502638989445,Fast Food Restaurant,9.1,,,3.0,,32.0
570757a7cd10deccf750e4f4,Jakarta Timur,-6.26289085,106.88222894692834,Domino's Pizza,-6.23428,106.856893,Pizza Place,8.4,,,1.0,,16.0
5260c09811d2bc7464937a76,Jakarta Timur,-6.26289085,106.88222894692834,Sarang Oci,-6.227948281855372,106.85643833818511,Manadonese Restaurant,8.6,,,8.0,,28.0
51f3b81a498e0e8236c8f708,Jakarta Timur,-6.26289085,106.88222894692834,Green Terrace,-6.303755441803628,106.8859843667791,Restaurant,8.5,,,44.0,,256.0
50d3017b498ebcf9289e531c,Jakarta Timur,-6.26289085,106.88222894692834,Pizza Hut,-6.302816625032872,106.88505875843464,Pizza Place,8.4,,,20.0,,66.0
592c28df1213840bd95d3ca7,Jakarta Timur,-6.26289085,106.88222894692834,Ayam Gepuk Pak Gembus Duren Sawit,-6.2248858472370365,106.90564877790408,Food Truck,8.6,,,6.0,,6.0
4c1b612db4e62d7fb938d993,Jakarta Timur,-6.26289085,106.88222894692834,Soto sate H.Nawi klender,-6.2235266101713425,106.89926903369235,Asian Restaurant,8.5,,,8.0,,20.0
4c0b3758ffb8c9b6cf086d61,Jakarta Timur,-6.26289085,106.88222894692834,Sate Khas Senayan,-6.252984851450887,106.84262623201548,Indonesian Restaurant,8.3,,,24.0,,140.0
4db7c8bd5da3b5fa68b1c32b,Jakarta Timur,-6.26289085,106.88222894692834,Soto Mie Bogor,-6.232182897171257,106.90109561370292,Soup Place,8.1,,,6.0,,31.0
5672c191498e5ad22666794b,Jakarta Timur,-6.26289085,106.88222894692834,McDonald's / McCafé,-6.303783994666157,106.84804968538747,Fast Food Restaurant,9.0,,,73.0,,115.0
5405957c498e2fef357dbee9,Jakarta Timur,-6.26289085,106.88222894692834,frenchie,-6.236188494653401,106.84691950407807,French Restaurant,8.3,,,8.0,,17.0
57a32310498e2352ce6c6c0d,Jakarta Timur,-6.26289085,106.88222894692834,Abuba Steak,-6.22888136502306,106.85453507941446,Steakhouse,8.3,,,6.0,,37.0
4c0114679cf52d7fed9e14e7,Jakarta Timur,-6.26289085,106.88222894692834,Sate Habib Kambing Muda,-6.225245667516681,106.86169682087196,Middle Eastern Restaurant,8.2,,,3.0,,25.0
51f283b6498e7c70ba418091,Jakarta Timur,-6.26289085,106.88222894692834,Sushi Tei,-6.22438315110825,106.84252344743216,Sushi Restaurant,8.8,,,39.0,,226.0
4d2ef7c0d9d8a1433b72fed7,Jakarta Timur,-6.26289085,106.88222894692834,Nasi Uduk & Ayam Goreng Kp. Melayu Besar,-6.225196086529479,106.86295014949977,Restaurant,8.1,,,8.0,,29.0
5502a090498e27e2ba95ba4f,Jakarta Timur,-6.26289085,106.88222894692834,Holycow! Steakhouse,-6.248161301709591,106.93130894312159,Steakhouse,8.5,,,20.0,,113.0
51f5021e498ee02281777173,Jakarta Timur,-6.26289085,106.88222894692834,Sate Khas Senayan,-6.2331620362985065,106.84455605262006,Indonesian Restaurant,8.4,,,21.0,,130.0
54487494498e170fd98aec44,Jakarta Timur,-6.26289085,106.88222894692834,Warung Nasi Ampera,-6.303596421260913,106.85166210070321,Sundanese Restaurant,8.5,,,6.0,,43.0
575c293e498e89530ac6aa27,Jakarta Timur,-6.26289085,106.88222894692834,PAUL Patisserie & Boulangerie,-6.223779982616984,106.84335897790102,Bakery,8.7,,,6.0,,21.0
4c9758ab94a0236adb21a612,Jakarta Timur,-6.26289085,106.88222894692834,Restoran Sederhana,-6.224458526447573,106.85251495521405,Padangnese Restaurant,8.3,,,12.0,,66.0
58479fd3debdf6505168b687,Jakarta Timur,-6.26289085,106.88222894692834,Genki Sushi,-6.223524829100402,106.84338458671907,Sushi Restaurant,8.7,,,4.0,,13.0
538b0fe2498e0c921fa306d7,Jakarta Timur,-6.26289085,106.88222894692834,REMBOELAN Indonesian Soulfood,-6.2234063321158075,106.84204536232198,Indonesian Restaurant,8.7,,,25.0,,106.0
578b73c038fa871db612b70c,Jakarta Timur,-6.26289085,106.88222894692834,WARUNKOMANDO Roti Pisang Bakar Ghifari,-6.2245364,106.8471,Indonesian Restaurant,8.4,,,0.0,,11.0
52d15f40498eda48bb9ca67d,Jakarta Timur,-6.26289085,106.88222894692834,Ikkudo Ichi,-6.22396251912339,106.8432235475096,Noodle House,8.5,,,25.0,,97.0
